owner_org,ati_all,ati_all_change_30-days,ati_all_change_90-days,ati_all_change_6-months,ati_nil,ati_nil_change_30-days,ati_nil_change_90-days,ati_nil_change_6-months,briefingt,briefingt_change_30-days,briefingt_change_90-days,briefingt_change_6-months,contracts,contracts_change_30-days,contracts_change_90-days,contracts_change_6-months,contracts_nil,contracts_nil_change_30-days,contracts_nil_change_90-days,contracts_nil_change_6-months,contractsa,contractsa_change_30-days,contractsa_change_90-days,contractsa_change_6-months,dac,dac_change_30-days,dac_change_90-days,dac_change_6-months,grants,grants_change_30-days,grants_change_90-days,grants_change_6-months,grants_nil,grants_nil_change_30-days,grants_nil_change_90-days,grants_nil_change_6-months,hospitalityq,hospitalityq_change_30-days,hospitalityq_change_90-days,hospitalityq_change_6-months,hospitalityq_nil,hospitalityq_nil_change_30-days,hospitalityq_nil_change_90-days,hospitalityq_nil_change_6-months,parliament_committee,parliament_committee_change_30-days,parliament_committee_change_90-days,parliament_committee_change_6-months,parliament_committee_deputy,parliament_committee_deputy_change_30-days,parliament_committee_deputy_change_90-days,parliament_committee_deputy_change_6-months,parliament_report,parliament_report_change_30-days,parliament_report_change_90-days,parliament_report_change_6-months,qpnotes,qpnotes_change_30-days,qpnotes_change_90-days,qpnotes_change_6-months,qpnotes_nil,qpnotes_nil_change_30-days,qpnotes_nil_change_90-days,qpnotes_nil_change_6-months,reclassification,reclassification_change_30-days,reclassification_change_90-days,reclassification_change_6-months,reclassification_nil,reclassification_nil_change_30-days,reclassification_nil_change_90-days,reclassification_nil_change_6-months,transition,transition_change_30-days,transition_change_90-days,transition_change_6-months,transition_deputy,transition_deputy_change_30-days,transition_deputy_change_90-days,transition_deputy_change_6-months,travela,travela_change_30-days,travela_change_90-days,travela_change_6-months,travelq,travelq_change_30-days,travelq_change_90-days,travelq_change_6-months,travelq_nil,travelq_nil_change_30-days,travelq_nil_change_90-days,travelq_nil_change_6-months,wrongdoing,wrongdoing_change_30-days,wrongdoing_change_90-days,wrongdoing_change_6-months,Total Original,Total Change 30-days,Total Change 90-days,Total Change 6-months
psic-ispc,21,0.0,0.0,0.0,24,1.0,2.0,5.0,0,0.0,0.0,0.0,167,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,8,0.0,0.0,0.0,97,1.0,5.0,6.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,22,0.0,0.0,0.0,69,1.0,5.0,5.0,0,0.0,0.0,0.0,409,3.0,12.0,16.0
pslrb-crtfp,31,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,31,0.0,0.0,0.0
pspib-oirpsp,103,0.0,0.0,0.0,45,1.0,4.0,6.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,247,1.0,30.0,48.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,477,17.0,60.0,99.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,872,19.0,94.0,153.0
ptr,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,5,0.0,0.0,0.0
pwgsc-tpsgc,7400,29.0,77.0,172.0,0,0.0,0.0,0.0,1608,16.0,48.0,94.0,65222,1695.0,3372.0,3372.0,0,0.0,0.0,0.0,8,0.0,1.0,1.0,113,0.0,13.0,13.0,0,0.0,0.0,0.0,20,0.0,0.0,1.0,110,0.0,8.0,21.0,30,0.0,0.0,0.0,8,0.0,0.0,0.0,1,0.0,0.0,0.0,6,0.0,0.0,0.0,405,30.0,30.0,30.0,0,0.0,0.0,,98,1.0,1.0,1.0,5,0.0,0.0,1.0,6,1.0,1.0,1.0,0,0.0,0.0,0.0,6,0.0,0.0,0.0,815,0.0,29.0,97.0,7,0.0,0.0,0.0,15,0.0,0.0,0.0,75883,1772.0,3580.0,3804.0
qpa-apq,38,1.0,4.0,10.0,17,0.0,1.0,3.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,452,28.0,28.0,73.0,5,0.0,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,170,7.0,7.0,15.0,9,0.0,0.0,2.0,0,0.0,0.0,0.0,691,36.0,40.0,104.0
rcmp-grc,7495,50.0,137.0,342.0,1,0.0,0.0,0.0,1136,36.0,76.0,145.0,32750,935.0,2122.0,2122.0,0,0.0,0.0,0.0,8,0.0,1.0,1.0,101,5.0,10.0,10.0,344,3.0,3.0,8.0,1,0.0,0.0,0.0,946,1.0,10.0,21.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,26,0.0,0.0,1.0,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,848,28.0,28.0,79.0,30,1.0,1.0,2.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,8,0.0,0.0,0.0,1799,17.0,56.0,135.0,3,0.0,0.0,0.0,0,0.0,0.0,0.0,45506,1076.0,2444.0,2866.0
ri,8,0.0,0.0,0.0,57,1.0,3.0,6.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,65,1.0,3.0,6.0
scc-ccn,24,0.0,2.0,3.0,43,2.0,3.0,5.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,23,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,7,0.0,2.0,2.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0.0,0.0,0.0,124,0.0,15.0,22.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,223,2.0,22.0,32.0
scc-csc,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,41,0.0,0.0,0.0,13,0.0,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,54,0.0,0.0,1.0
sdtc-tddc,20,0.0,0.0,0.0,50,0.0,0.0,3.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,70,0.0,0.0,3.0
sibc-cpivml,9,0.0,0.0,2.0,61,1.0,2.0,3.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0.0,2.0,2.0,4,0.0,0.0,0.0,12,1.0,4.0,7.0,0,0.0,0.0,0.0,99,2.0,8.0,14.0
sirc-csars,69,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,59,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,29,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,44,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,201,0.0,0.0,0.0
sjpa-apsj,6,0.0,0.0,2.0,59,0.0,2.0,3.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,67,0.0,2.0,5.0
slupb-cats,0,0.0,0.0,0.0,48,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,48,0.0,0.0,0.0
slwb-otes,1,0.0,0.0,0.0,63,1.0,2.0,4.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,64,1.0,2.0,4.0
snsicp-scpssnr,6,0.0,0.0,0.0,24,2.0,5.0,5.0,42,1.0,3.0,6.0,10,1.0,3.0,3.0,0,0.0,0.0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,20,0.0,0.0,0.0,245,3.0,3.0,7.0,37,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,7,0.0,0.0,0.0,0,0.0,0.0,0.0,16,0.0,0.0,,0,0.0,0.0,0.0,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,6,0.0,0.0,0.0,137,4.0,4.0,4.0,44,0.0,0.0,0.0,0,0.0,0.0,0.0,604,11.0,18.0,25.0
sopf-cidp,6,0.0,0.0,0.0,62,1.0,3.0,6.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,17,0.0,2.0,2.0,47,1.0,2.0,5.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,368,4.0,13.0,13.0,37,0.0,0.0,3.0,0,0.0,0.0,0.0,537,6.0,20.0,29.0
spa-aps,0,0.0,0.0,0.0,25,3.0,3.0,6.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,25,3.0,3.0,6.0
ssc-spc,1503,22.0,55.0,85.0,0,0.0,0.0,0.0,794,20.0,33.0,55.0,27011,462.0,1349.0,1349.0,0,0.0,0.0,0.0,8,0.0,1.0,1.0,104,0.0,4.0,9.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,306,5.0,5.0,6.0,56,0.0,2.0,4.0,2,0.0,0.0,0.0,6,0.0,0.0,2.0,3,0.0,0.0,0.0,7,0.0,0.0,0.0,0,0.0,0.0,,58,3.0,3.0,5.0,14,0.0,0.0,0.0,7,0.0,1.0,1.0,0,0.0,0.0,0.0,12,0.0,0.0,0.0,419,1.0,7.0,14.0,25,0.0,0.0,0.0,0,0.0,0.0,0.0,30335,513.0,1460.0,1531.0
sshrc-crsh,213,6.0,13.0,13.0,16,0.0,0.0,3.0,136,2.0,8.0,13.0,860,0.0,30.0,65.0,9,0.0,0.0,0.0,4,0.0,1.0,1.0,36,3.0,4.0,4.0,57721,0.0,1913.0,1913.0,0,0.0,0.0,0.0,22,0.0,0.0,0.0,18,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,8,0.0,0.0,0.0,461,12.0,26.0,47.0,9,0.0,0.0,0.0,0,0.0,0.0,0.0,59514,23.0,1995.0,2059.0
statcan,587,14.0,14.0,19.0,2,0.0,0.0,0.0,623,0.0,13.0,33.0,3150,55.0,187.0,186.0,0,0.0,0.0,0.0,8,0.0,1.0,1.0,84,0.0,5.0,8.0,4,0.0,0.0,0.0,18,0.0,0.0,0.0,94,3.0,3.0,6.0,10,0.0,1.0,1.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,59,0.0,0.0,1.0,10,1.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,9,0.0,0.0,0.0,350,3.0,5.0,13.0,2,0.0,1.0,1.0,0,0.0,0.0,0.0,5012,76.0,231.0,270.0
stjpa-apstj,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0
swc-cfc,174,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,197,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,143,0.0,0.0,0.0,2,0.0,0.0,0.0,55,0.0,0.0,0.0,9,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,7,0.0,0.0,0.0,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,246,0.0,0.0,0.0,12,0.0,0.0,0.0,0,0.0,0.0,0.0,849,0.0,0.0,0.0
tbpa-aptb,4,0.0,1.0,2.0,50,1.0,2.0,6.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,54,1.0,3.0,8.0
tbs-sct,3855,0.0,47.0,124.0,0,0.0,0.0,0.0,1786,0.0,37.0,123.0,7840,34.0,84.0,84.0,0,0.0,0.0,0.0,8,0.0,1.0,1.0,116,0.0,0.0,8.0,46,2.0,2.0,2.0,15,1.0,1.0,2.0,360,4.0,15.0,28.0,24,0.0,0.0,0.0,40,0.0,0.0,40.0,10,0.0,0.0,10.0,5,4.0,4.0,4.0,92,36.0,36.0,36.0,0,0.0,0.0,,69,1.0,1.0,6.0,9,0.0,0.0,0.0,13,0.0,1.0,13.0,0,0.0,0.0,0.0,7,0.0,0.0,0.0,863,9.0,28.0,82.0,9,0.0,0.0,0.0,0,0.0,0.0,0.0,15167,91.0,257.0,563.0
tc,8030,34.0,62.0,194.0,0,0.0,0.0,0.0,2980,35.0,49.0,166.0,21487,-123.0,-993.0,-992.0,0,0.0,0.0,0.0,8,0.0,1.0,1.0,77,0.0,0.0,5.0,44767,976.0,1026.0,4010.0,0,0.0,0.0,0.0,314,3.0,8.0,13.0,21,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,71,0.0,0.0,0.0,0,0.0,0.0,,509,0.0,0.0,0.0,5,1.0,1.0,2.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,14,0.0,0.0,0.0,3286,29.0,71.0,106.0,5,0.0,0.0,0.0,0,0.0,0.0,0.0,81576,955.0,226.0,3506.0
tf,13,-5.0,-5.0,-3.0,14,-3.0,-1.0,-1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,271,3.0,25.0,63.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,300,5.0,21.0,76.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,602,0.0,40.0,135.0
tmc,37,0.0,0.0,0.0,51,0.0,5.0,5.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,88,0.0,5.0,5.0
tmp,0,0.0,0.0,0.0,65,0.0,2.0,4.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,65,0.0,2.0,4.0
tpa-apt,24,0.0,0.0,0.0,19,0.0,0.0,3.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,43,0.0,0.0,3.0
tsb-bst,241,3.0,9.0,-281.0,8,0.0,0.0,1.0,0,0.0,0.0,0.0,412,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,24,0.0,0.0,2.0,72,1.0,2.0,4.0,0,0.0,0.0,0.0,4,0.0,0.0,1.0,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,18,0.0,0.0,0.0,21,1.0,1.0,2.0,2,0.0,0.0,0.0,1,0.0,0.0,1.0,11,0.0,0.0,0.0,180,4.0,6.0,6.0,31,0.0,0.0,3.0,0,0.0,0.0,0.0,1033,9.0,18.0,-261.0
vac-acc,1275,4.0,21.0,39.0,1,0.0,0.0,0.0,477,5.0,34.0,67.0,4915,44.0,114.0,116.0,0,0.0,0.0,0.0,8,0.0,1.0,1.0,74,0.0,3.0,6.0,1902,85.0,85.0,227.0,0,0.0,0.0,0.0,432,0.0,0.0,0.0,53,1.0,3.0,6.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,281,51.0,51.0,51.0,0,0.0,0.0,,481,1.0,1.0,2.0,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,0.0,0.0,0.0,3062,17.0,29.0,65.0,12,0.0,0.0,0.0,2,0.0,0.0,0.0,12993,208.0,342.0,580.0
vfpa-apvf,229,2.0,2.0,6.0,15,0.0,1.0,2.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,244,2.0,3.0,8.0
viarail,413,0.0,0.0,26.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,1.0,3.0,5.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,19,0.0,0.0,19.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,437,1.0,3.0,50.0
vrab-tacra,47,1.0,1.0,1.0,46,1.0,3.0,6.0,2,0.0,1.0,1.0,143,0.0,0.0,5.0,8,0.0,0.0,0.0,4,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,55,0.0,1.0,1.0,39,1.0,2.0,4.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,,17,0.0,0.0,0.0,28,0.0,0.0,1.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,366,3.0,6.0,18.0,21,0.0,1.0,1.0,0,0.0,0.0,0.0,781,6.0,16.0,39.0
